"address","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","image","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","reviewsCount","type","webUrl","website"
"Calle Ribera, 33150, Cudillero España","Española","Mediterránea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17707873","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/37/38/93/28-euros-el-precio-escesivo.jpg","false","false","43.564106","-6.145337","Restaurante Los Arcos","119","+34 985 59 00 86","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608996-d17707873-Reviews-Restaurante_Los_Arcos-Cudillero_Asturias.html",
"Calle Proaza 6, 33012, Oviedo España","Española","Mediterránea","Opciones sin gluten",,,,,,,,,,,"Opciones sin gluten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1001864","https://media-cdn.tripadvisor.com/media/photo-o/06/0d/fd/6f/pison-cb.jpg","false","false","43.365425","-5.885616","Pison CB.","81","+34 985 24 15 97","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d1001864-Reviews-Pison_CB-Oviedo_Asturias.html",
"Calle de Manuel Caso de La Villa 2, 33560, Ribadesella España","Café",,,,,,,,,,,,,,,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"12321116","https://media-cdn.tripadvisor.com/media/photo-o/10/71/4b/52/photo1jpg.jpg","false","false","43.463318","-5.056644","Cafe La Villa","79","+34 661 29 14 27","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g660742-d12321116-Reviews-Cafe_La_Villa-Ribadesella_Asturias.html","https://www.facebook.com/Caf%C3%A9-La-Villa-171836462859285/?fref=ts"
"Calle Amor de Dios 2, 33740, Tapia de Casariego España","Española",,,,,,,,,,,,,,,,,"begoamop@yahoo.es","1470","540",,,,,"1470","540",,,,,"1470","540",,,,,"1470","540",,,,,"1470","540",,,,,"1470","540",,,,,"1470","540",,,,,"2388768","https://media-cdn.tripadvisor.com/media/photo-m/1280/19/64/ae/27/pulpo.jpg","false","false","43.57006","-6.94468","Restaurante Sidreria la Terraza","506","+34 985 62 81 39","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g942997-d2388768-Reviews-Restaurante_Sidreria_la_Terraza-Tapia_de_Casariego_Asturias.html","http://www.laterrazadetapia.com"
"Francisco Alonso Rodríguez 8 Bajo, 33980 Pola de Laviana España","Española","Saludable","Europea","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"vientudelnorte@hotmail.com","1425","690",,,,,,,,,,,"1425","690",,,,,"1425","690",,,,,"1425","690",,,,,"1440","690",,,,,"1440","690",,,,,"8530685","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/11/29/44/pulpo-a-feira.jpg","false","false","43.243668","-5.560783","Vientu del Norte","180","+34 656 53 61 18","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1064316-d8530685-Reviews-Vientu_del_Norte-Pola_de_Laviana_Laviana_Municipality_Asturias.html","http://www.facebook.com/vientudelnorte"
"Avenida Juan Sitges 3, 33400 Salinas España","Mediterránea","Europea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"info@realbalneario.com","960","780",,,,,,,,,,,"930","780","1380","1200",,,"930","780","1380","1200",,,"930","780","1380","1200",,,"930","780","1380","1200",,,"930","780","1380","1200",,,"2031967","https://media-cdn.tripadvisor.com/media/photo-o/04/87/3e/e6/real-balneario.jpg","false","false","43.577374","-5.96575","Real Balneario","528","+34 985 51 86 13","€€€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1064254-d2031967-Reviews-Real_Balneario-Salinas_Castrillon_Municipality_Asturias.html","http://www.realbalneario.com/"
"Calle Asturias, 21, 33004, Oviedo España","Mediterránea","Española","Opciones vegetarianas","Opciones veganas",,,,,,,,,,"Opciones vegetarianas","Opciones veganas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12176964","https://media-cdn.tripadvisor.com/media/photo-o/0f/99/b5/6b/tanteo.jpg","false","false","43.36313","-5.85523","TanTeo","40","+34 984 18 12 21","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d12176964-Reviews-TanTeo-Oviedo_Asturias.html","https://www.facebook.com/Tanteoviedo/"
"Avenida Toro 12, 33500, Llanes España","Marisco","Mediterránea","Europea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"985222","https://media-cdn.tripadvisor.com/media/photo-o/0d/50/4f/39/photo0jpg.jpg","false","false","43.416885","-4.745138","Mirador de Toro","629","+34 985 40 08 82","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608994-d985222-Reviews-Mirador_de_Toro-Llanes_Asturias.html","http://www.facebook.com/pages/Mirador-de-Toro/164115653630519"
"Calle del Párroco Camino 16, 33700 Luarca España",,,,,,,,,,,,,,,,,,,"1260","840",,,,,"1230","930",,,,,"1230","930",,,,,"1230","930",,,,,"1230","930",,,,,"1230","930",,,,,"1260","840",,,,,"8419461","https://media-cdn.tripadvisor.com/media/photo-o/08/5f/68/d4/heladeria-artesanal-el.jpg","false","false","43.54481","-6.534446","Heladería Artesanal El Asturiano","65","+34 679 89 48 68","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g319791-d8419461-Reviews-Heladeria_Artesanal_El_Asturiano-Luarca_Valdes_Municipality_Asturias.html","https://www.facebook.com/Heladeriartesanalelasturiano/"
"LLN-2, 121-111, 33509 Cué, Llanes España","Española",,,,,,,,,,,,,,,,,"info@elcastanu.com","930","810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"930","810",,,,,"7102025","https://media-cdn.tripadvisor.com/media/photo-o/25/1e/c4/f6/joaquin-y-gloria-en-el.jpg","false","false","43.41197","-4.732018","Restaurante El Castañu","119","+34 633 39 47 96","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1079290-d7102025-Reviews-El_Castanu_Pension_Restaurante-Cue_Llanes_Asturias.html","https://xn--elcastau-j3a.com/"
"Calle de Mariano Pola, 18, 33212, Gijón España","Española","Opciones veganas","Opciones sin gluten",,,,,,,,,,,"Opciones veganas","Opciones sin gluten",,,"internet@crivencar.com","960","780",,,,,,,,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"1500","780",,,,,"12811666","https://media-cdn.tripadvisor.com/media/photo-m/1280/18/13/29/55/interior-tierra-astur.jpg","false","false","43.540504","-5.676084","Tierra Astur Espichas","206","+34 984 19 20 21","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d12811666-Reviews-Tierra_Astur_Espichas-Gijon_Asturias.html","http://tierra-astur.com/tierra-astur-espichas/"
"Plaza Ciudad de la Habana, 11, 33212, Gijón España","Marisco","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"javigonzalez30@hotmail.es","1440","690",,,,,"1440","690",,,,,"1440","690",,,,,,,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"3749372","https://media-cdn.tripadvisor.com/media/photo-o/24/e5/90/26/parrilla-y-cocina-perminante.jpg","false","false","43.536903","-5.68429","El Llavianu","990","+34 984 49 21 13","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d3749372-Reviews-El_Llavianu-Gijon_Asturias.html","http://www.sidreriaelllavianu.com/"
"Calle Facundo Cabeza La Villa 8, 33510 Pola de Siero España","Bar","Española","Pub","Opciones sin gluten",,,,,,,,,,"Opciones sin gluten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8448539","https://media-cdn.tripadvisor.com/media/photo-o/09/d1/8f/8a/20151219-144946-largejpg.jpg","false","false","43.389317","-5.662271","El Polesu","78","+34 985 72 00 54","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1064416-d8448539-Reviews-El_Polesu-Pola_de_Siero_Siero_Municipality_Asturias.html","http://www.facebook.com/elpolesu.helgueragonzalez/"
"Calle del Aguila 11 Entre la Catedral y calle Gascona, 33003, Oviedo España","Mexicana","Centroamericana","Latina","Sudamericana","Opciones vegetarianas",,,,,,,,,"Opciones vegetarianas",,,,"info@quetevayabonito.es","960","780","1380","1200",,,,,,,,,"960","780","1380","1200",,,"960","780","1380","1200",,,"960","780","1380","1200",,,"960","780","1440","1200",,,"960","780","1440","1200",,,"12229980","https://media-cdn.tripadvisor.com/media/photo-o/0e/af/83/a7/photo6jpg.jpg","false","false","43.363384","-5.844094","Que te vaya bonito","157","+34 984 70 00 66","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d12229980-Reviews-Que_te_vaya_bonito-Oviedo_Asturias.html","http://www.quetevayabonito.es"
"Plaza Bolera, 33593 Naves, Llanes España","Española",,,,,,,,,,,,,,,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"4697355","https://media-cdn.tripadvisor.com/media/photo-o/06/12/1a/90/comedor.jpg","false","false","43.439976","-4.890378","Casa Raúl","188","+34 985 40 73 04","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1596812-d4697355-Reviews-Casa_Raul-Naves_Llanes_Asturias.html","http://11870.com/pro/bar-sidreria-casa-raul-naves/map"
"Carretera General 7, 33555 Carreña, Cabrales Municipality España","Española","Mediterránea","Opciones vegetarianas",,,,,,,,,,,"Opciones vegetarianas",,,,"aguilarroldan@gmail.com","1440","420",,,,,"1440","420",,,,,"720","540",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"7975410","https://media-cdn.tripadvisor.com/media/photo-w/1c/3d/85/d4/bar-restaurante-los-montaneros.jpg","false","false","43.315643","-4.848423","bar restaurante los montañeros","208","+34 622 57 43 10","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2446541-d7975410-Reviews-Bar_Restaurante_Los_Montaneros-Carrena_Cabrales_Municipality_Asturias.html","http://www.losmontaneros.es"
"Avenida la Paz 5, 33500, Llanes España","Austríaca","Europea","Española",,,,,,,,,,,,,,,"portoski@yahoo.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15014777","https://media-cdn.tripadvisor.com/media/photo-w/17/b4/8f/ac/ensalada-de-la-casa.jpg","false","false","43.421684","-4.759006","Las Torres","113","+34 651 69 15 19","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608994-d15014777-Reviews-Sidreria_Las_Torres-Llanes_Asturias.html",
"Calle San Bernardo 13, 33201, Gijón España","Española","Opciones vegetarianas",,,,,,,,,,,,"Opciones vegetarianas",,,,,"960","750","1440","1230",,,"960","750","1440","1230",,,,,,,,,,,,,,,"960","750","1440","1230",,,"960","750","1440","1230",,,"960","750","1440","1230",,,"2339602","https://media-cdn.tripadvisor.com/media/photo-o/27/26/a8/41/mejillones-frescos-a.jpg","false","false","43.543797","-5.662236","Restaurante El Globo","88","+34 985 17 22 47","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d2339602-Reviews-Restaurante_El_Globo-Gijon_Asturias.html","https://www.facebook.com/elglobogijon/"
"Calle, 33594, Llanes España","Española","Opciones vegetarianas","Opciones veganas",,,,,,,,,,,"Opciones vegetarianas","Opciones veganas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"985220","https://media-cdn.tripadvisor.com/media/photo-o/06/4d/66/81/fabada.jpg","false","false","43.423634","-4.863258","Leypon","58","+34 985 40 80 55","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608994-d985220-Reviews-Leypon-Llanes_Asturias.html",
"Calle Saavedra 52, 33208, Gijón España","Restaurante de carne","Barbacoa","Española",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5487670","https://media-cdn.tripadvisor.com/media/photo-o/0e/ef/79/55/img-20170410-215721-largejpg.jpg","false","false","43.5317","-5.664503","Restaurante-Parrilla El Asador","133","+34 985 14 71 06","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d5487670-Reviews-Restaurante_Parrilla_El_Asador-Gijon_Asturias.html","http://www.restauranteasadorgijon.com/es/"
"As-231 Lugar Fresneo, Cerca del Mirador al Aramo, 33160 Fresneo España","Restaurante de carne","Española",,,,,,,,,,,,,,,,"info@balcondelangliru.es","1020","660",,,,,,,,,,,"1020","660",,,,,"1020","660",,,,,"1020","660",,,,,"1440","660",,,,,"1440","660",,,,,"14049745","https://media-cdn.tripadvisor.com/media/photo-o/13/58/ad/38/contamos-con-un-comedor.jpg","false","false","43.229458","-5.876687","El Balcon del Angliru","34","+34 985 76 68 10","€€€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g14077417-d14049745-Reviews-El_Balcon_del_Angliru-Fresneo_Riosa_Municipality_Asturias.html","http://balcondelangliru.es/"
"Calle Mayor 6, 33870 Tineo España","Española","Opciones vegetarianas",,,,,,,,,,,,"Opciones vegetarianas",,,,,,,,,,,"1440","435",,,,,"1440","435",,,,,"1440","435",,,,,"1440","435",,,,,"1440","435",,,,,"1440","660",,,,,"14772483","https://media-cdn.tripadvisor.com/media/photo-o/13/92/34/ea/bar-la-griega.jpg","false","false","43.33435","-6.41621","Bar La Griega","29","+34 627 15 88 56",,,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g652113-d14772483-Reviews-Bar_La_Griega-Tineo_Tineo_Municipality_Asturias.html","https://bar-la-griega.negocio.site/"
"Calle de Santa Susana 9, 33007, Oviedo España","Española","Mediterránea","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"3531181","https://media-cdn.tripadvisor.com/media/photo-o/0f/4f/07/ed/photo0jpg.jpg","false","false","43.358208","-5.848708","Ca'Lin","115","+34 985 25 79 81","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d3531181-Reviews-Ca_Lin-Oviedo_Asturias.html","http://www.calinrestaurante.com"
"Calle Marques de Casariego 30, 33740, Tapia de Casariego España","Mediterránea","Española","Opciones vegetarianas","Opciones sin gluten","Opciones veganas",,,,,,,,,"Opciones vegetarianas","Opciones sin gluten","Opciones veganas",,,"1439","540",,,,,"1439","540",,,,,"1439","540",,,,,"1439","540",,,,,"1439","540",,,,,"1439","540",,,,,"1439","540",,,,,"985237","https://media-cdn.tripadvisor.com/media/photo-o/08/8e/75/2f/zamburinas-cocretas-de.jpg","false","false","43.57063","-6.94417","El Bote","77","+34 985 62 82 82","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g942997-d985237-Reviews-El_Bote-Tapia_de_Casariego_Asturias.html",
"Parque Sobrefoz s/n, 33557 Ponga España","Española",,,,,,,,,,,,,,,,,"info@casasevera.com","1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"7056123","https://media-cdn.tripadvisor.com/media/photo-o/06/89/6f/65/casa-severa.jpg","false","false","43.170334","-5.176476","Casa Severa","92","+34 985 84 32 34","€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g3578599-d7056123-Reviews-Casa_Severa-Ponga_Ponga_Municipality_Asturias.html","http://casasevera.com/"
"Calle Valdés Pumarino, 16, Candás España","Mediterránea","Española","Opciones vegetarianas",,,,,,,,,,,"Opciones vegetarianas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7124676","https://media-cdn.tripadvisor.com/media/photo-o/08/bb/d9/56/bar-nordeste.jpg","false","false","43.590252","-5.765023","Bar Nordeste","254","+34 984 39 15 97","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g644313-d7124676-Reviews-Bar_Nordeste-Candas_Carreno_Municipality_Asturias.html","http://www.facebook.com/Bar-Sidreria-Nordeste-Candas-429247487232193/?rf=463930690284406"
"Lugar Sotres, 63A Dentro del Hostal La Perdiz, 33554 Sotres, Cabrales Municipality España","Española","Opciones sin gluten",,,,,,,,,,,,"Opciones sin gluten",,,,"hotelrestaurantetreselcorral@gmail.com","1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"1350","540",,,,,"2363621","https://media-cdn.tripadvisor.com/media/photo-m/1280/26/e1/6a/f3/treselcorral.jpg","false","false","43.2329","-4.746332","Restaurante Treselcorral","122","+34 627 16 83 60","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1026468-d2363621-Reviews-Restaurante_Treselcorral-Sotres_Cabrales_Municipality_Asturias.html","http://www.facebook.com/Hostal-La-Perdiz-350962871746498"
"Avenida Torcuato Fernandez Miranda 15, 33203, Gijón España","Española","Europea",,,,,,,,,,,,,,,,"gijon@parador.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4129905","https://media-cdn.tripadvisor.com/media/photo-o/03/cf/78/ab/getlstd-property-photo.jpg","false","false","43.535557","-5.639458","Parador de Gijon","112","+34 985 37 05 11","€€ - €€€",,,,"3.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d4129905-Reviews-Parador_de_Gijon-Gijon_Asturias.html",
"Camino Les Xuaques 23, 33320, Colunga España","Española",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16663199","https://media-cdn.tripadvisor.com/media/photo-m/1280/22/1c/87/08/bar-loreto.jpg","false","false","43.48575","-5.26311","Bar Loreto","62","+34 984 84 04 53","€€ - €€€",,,,"3.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g662240-d16663199-Reviews-Bar_Loreto-Colunga_Asturias.html","https://www.facebook.com/pages/category/Bar/Bar-Loreto-356326658462478/"
"Avenida Salle 2, 33201, Gijón España","Española",,,,,,,,,,,,,,,,,"restaurante@rcar.es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12351125","https://media-cdn.tripadvisor.com/media/photo-o/10/6f/0d/41/photo4jpg.jpg","false","false","43.54702","-5.660092","Real Club Astur de Regatas","27","+34 985 34 44 77","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d12351125-Reviews-Real_Club_Astur_de_Regatas-Gijon_Asturias.html","http://www.rcar.es/html/main.asp?id_mapa=05"
"C/ Ramon Soto s/n Junto a la parada de taxis, 33560, Ribadesella España","Española",,,,,,,,,,,,,,,,,"heladosalvisan@gmail.com","1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"1440","900",,,,,"12412756","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/b0/04/95/helados-alvisan.jpg","false","false","43.46202","-5.059963","Helados ALVISAN","16","+34 678 35 15 81","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g660742-d12412756-Reviews-Helados_ALVISAN-Ribadesella_Asturias.html","http://www.heladosalvisan.es"
"Avda. de Oviedo, 3, 33870 Tineo España","Mediterránea","Española",,,,,,,,,,,,,,,,"info@cafeteriaalhambra.com","1560","390",,,,,"1560","390",,,,,"1560","390",,,,,"1560","390",,,,,"1560","390",,,,,"1560","390",,,,,"1560","390",,,,,"5864248","https://media-cdn.tripadvisor.com/media/photo-o/07/b6/50/53/cafeteria-alhambra-tineo.jpg","false","false","43.335667","-6.406221","Cafetería Alhambra Tineo","46","+34 985 90 02 04","€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g652113-d5864248-Reviews-Cafeteria_Alhambra_Tineo-Tineo_Tineo_Municipality_Asturias.html","http://cafeterialhambra.wordpress.com/"
"Calle Maximino Miyar 18, 33311 Villaviciosa España","Asador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10794295","https://media-cdn.tripadvisor.com/media/photo-o/10/11/d3/78/riquisimo-hecho-al-momento.jpg","false","false","43.47321","-5.44037","El Escorial","31","+34 985 89 19 19","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608997-d10794295-Reviews-El_Escorial-Villaviciosa_Asturias.html","http://www.restauranteelescorial.com/"
"Paseo del Muelle s/n, 33430 Candás España","Mediterránea","Española","Opciones sin gluten",,,,,,,,,,,"Opciones sin gluten",,,,"alba@autobusesalba.com","1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1587870","https://media-cdn.tripadvisor.com/media/photo-o/01/58/fa/a0/vistas.jpg","false","false","43.59003","-5.760568","Restaurante Nautico","115","+34 985 87 01 42","€€ - €€€",,,,"3.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g644313-d1587870-Reviews-Restaurante_Nautico-Candas_Carreno_Municipality_Asturias.html","http://www.nauticocandas.com/"
"Calle Santa María de Piedramuelle, 4, 33193, Oviedo España","Mediterránea","Española",,,,,,,,,,,,,,,,,"1320","600",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1350","480",,,,,"1350","540",,,,,"2698174","https://media-cdn.tripadvisor.com/media/photo-o/11/34/fe/ee/pollo-con-salsa-mostaza.jpg","false","false","43.348095","-5.891985","La Casuca de El Regueranu","25","+34 985 27 47 90","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d2698174-Reviews-La_Casuca_de_El_Regueranu-Oviedo_Asturias.html","https://la-casuca-de-el-regueranu.negocio.site"
"Avenida del Profesor Perez Pimentel 1129, 33203, Gijón España","Española",,,,,,,,,,,,,,,,,,"1020","660",,,,,,,,,,,"1020","660","1425","1200",,,"1020","660","1425","1200",,,"1020","660","1425","1200",,,"1020","660","1425","1200",,,"1020","660","1425","1200",,,"11732211","https://media-cdn.tripadvisor.com/media/photo-o/10/54/bb/86/img-20170818-153539-largejpg.jpg","false","false","43.53408","-5.62437","Casa Jamino","20","+34 985 33 77 71","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d11732211-Reviews-Casa_Jamino-Gijon_Asturias.html",
"Calle Moria # 2, 33500, Llanes España","Española",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8373936","https://media-cdn.tripadvisor.com/media/photo-o/08/53/35/c7/cafe-restaurante-rubi.jpg","false","false","43.421787","-4.752192","Café restaurante Rubí","46","+34 689 29 90 29","€",,,,"3.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608994-d8373936-Reviews-Cafe_restaurante_Rubi-Llanes_Asturias.html",
"Calle Instituto, 19, 33201, Gijón España",,,,,,,,,,,,,,,,,,"gijon@lugardelvino.com","930","720","1380","1140",,,"900","690","1380","1140",,,,,,,,,"1380","1140",,,,,"900","690","1380","1140",,,"930","720","1380","1170",,,"930","720","1380","1170",,,"21198542","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/f6/86/f1/lugar-del-vino-gijon.jpg","false","false","43.5429","-5.66276","Lugar del vino Gijon","7","+34 684 65 40 07",,,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d21198542-Reviews-Lugar_Del_Vino_Gijon-Gijon_Asturias.html","https://www.facebook.com/lugardelvinogijon/"
"Calle Pepín Rodríguez, 2, 33010, Oviedo España","Española","Mediterránea",,,,,,,,,,,,,,,,"info@sandoval.eu","1530","720",,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"1440","1140",,,,,"1530","720",,,,,"7295422","https://media-cdn.tripadvisor.com/media/photo-o/09/75/ba/89/sidreria-la-jefa.jpg","false","false","43.37604","-5.802212","Sidrería y parrilla La Jefa","92","+34 984 29 33 30","€€ - €€€",,,,"3.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d7295422-Reviews-La_Jefa-Oviedo_Asturias.html","http://lajefasidraytapas.es/"
"Calle Julián Clavería, 7, 33010, Oviedo España","Española","Comedor","Opciones vegetarianas","Opciones veganas",,,,,,,,,,"Opciones vegetarianas","Opciones veganas",,,,,,,,,,"1410","420",,,,,"1410","420",,,,,"1410","420",,,,,"1410","420",,,,,"1410","420",,,,,"1410","420",,,,,"5491048","https://media-cdn.tripadvisor.com/media/photo-o/0a/9b/46/64/nuestro-comedor.jpg","false","false","43.357502","-5.870006","El Acebo","42","+34 985 25 25 81","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d5491048-Reviews-El_Acebo-Oviedo_Asturias.html","http://www.facebook.com/theolde9th/"
